date,item,news,result
2025-11-01-08-07,안랩, 이 제품을 주목하라  안랩 CPS 플러스  AhnLab CPS PLUS  ,0.9945919
2025-11-01-08-07,삼성SDI,삼성SDI 주가 급등에    거품이다  vs  ESS 성장 반영  ,0.994398
2025-11-01-08-07,HMM,격변의 시기 맞은 HMM    결국 해운  종합물류 큰그림 ,0.99358594
2025-11-01-08-07,LG에너지솔루션,"유진투자증권  LG에너지솔루션, ESS 수주잔고 급등... 목표가 58만원   리포트 브리핑 LG에너지솔루션,  ESS, 든든한 버팀목  목표가 640,000원 - NH투자증권 ",0.9886067
2025-11-01-08-07,메가스터디교육,"메가스터디교육,  2027 NEW 메가패스  티저 공개 응원 메시지 전달 ",0.9816922
2025-11-01-08-07,제일기획,"삼성생명, 제일기획 보통주 7만5340주 장내매도 ",0.97951144
2025-11-01-08-07,씨아이에스,"드림씨아이에스, 11월 19일  2025 글로벌 오가노이드 포럼  개최 ",0.97816366
2025-11-01-08-07,KB금융,"KB금융, 국민은행서 1조 수혈 5년만 중간배당 결의 배경은 한화투자  KB금융지주 목표주가 상향, 내년 주주환원 3조1천억 예상  올해 주주환원율  50% 46%  찍는다...KB 신한금융 역대 최대 실적 KB vs 신한, 3분기 승자도 KB금융 비은행 강화 전략 주효 ",0.97681534
2025-11-01-08-07,오리온," K푸드 수출 심장으로   충북 진천, 글로벌 식품 생산 거점 된다  똑똑! 스마슈머  ",0.9704249
2025-11-01-08-07,DN오토모티브,"부산시, 4400억 원 규모 배터리 공장 유치 ",0.97028106
2025-11-01-08-07,세아제강지주,"세아제강지주, 자회사 이노스텍 채무보증 2350  ",0.95648104
2025-11-01-08-07,SKC,"SKC, 급락 하루만에 7% 급등 12만원선 재돌파 SK그룹, SK  SK텔레콤 SK온 SKC 등 계열사 사장단 인사 발표 ",0.9564325
2025-11-01-08-07,성일하이텍,"오라이언자산운용, 성일하이텍 지분 약 59만주 매도...지분율 4.62%p  ",0.95257205
2025-11-01-08-07,현대모비스,"현대모비스, 630억 규모 자사주 처분 계획 성과급 지급 목적 ",0.950416
2025-11-03-22-07,심텍," 분석  심텍 8.86% , 46,700원 외국인 기관 매수세와 CB 전환 영향 ",0.99707675
2025-11-03-22-07,오픈엣지테크놀로지," 강세 토픽  반도체 - CXL  컴퓨트 익스프레스 링크  테마, SK하이닉스 +6.98%, 오픈엣지테크놀로지 +6.47% - 조선비즈 ",0.9966331
2025-11-03-22-07,두산우,"두산우, +11.61% 52주 신고가 - 조선비즈 ",0.99048495
2025-11-03-22-07,두산테스나, 인사  두산테스나 CEO에 김윤건 대표이사 ,0.9900599
2025-11-03-22-07,솔브레인홀딩스," 10만전자의 엔진들   솔브레인, HBM 미세공정 안정화 이끄는 케미컬 엔진 ",0.9857481
2025-11-03-22-07,SKC,"앱솔릭스, AMD에 유리기판 품질 인증  초읽기  SKC, 전날 이어 5% 급등 13만원선 재돌파 SKC 주가 11월 3일 135,300원 장중 5.95% 상승세 ",0.98199034
2025-11-03-22-07,이수스페셜티케미컬,"이수스페셜티케미컬, 화학 넘어 에너지로  전고체 소재 시장 정조준 ",0.98099554
2025-11-03-22-07,LX인터내셔널,"LX홀딩스, 정기 임원 인사 실시 최성관 CFO, 전무 승진 ",0.9795838
2025-11-03-22-07,에스티팜," 코스닥 현미경 분석  에스티팜, 올리고 CDMO 품목 다양화로 주가 상승곡선? ",0.9731065
2025-11-03-22-07,키움증권,"키움증권  엔씨소프트, 3분기가 실적 저점 게임업종 최선호주  ",0.96858513
2025-11-03-22-07,현대차3우B,"현대차3우B, +1.63% 52주 신고가 - 조선비즈  현대차3우B  52주 신고가 경신, 외국인, 기관 각각 3일 연속 순매수, 5일 연속 순매도 ",0.96650815
2025-11-03-22-07,삼성물산,"삼성물산,  반포 래미안 트리니원  분양 분양가 상한제 단지 ",0.9664898
2025-11-03-22-07,한미사이언스,"한미약품, 유소아 맞춤형  써스펜키즈시럽  출시  제약바이오산책  한미약품, 짜먹는 유소아 해열진통제  써스펜키즈시럽  출시   ",0.9629817
2025-11-03-22-07,LS ELECTRIC,"LS ELECTRIC, 하락 하루만에 15% 급등 50만원선 재돌파 LS ELECTRIC, +13.45% VI 발동 - 조선비즈 LS ELECTRIC, 3일 장중 507,000원 16.55% 상승 LS ELECTRIC, 11월 3일 장중 488,500원 12.30% 상승 ",0.9626475
2025-11-03-22-07,제이앤티씨,"제이앤티씨, 124억원 자사주 교환사채 발행 제이앤티씨, 124억 규모 자사주 대상 교환사채 발행 결정 제이앤티씨, +8.29% 52주 신고가 - 조선비즈 제이앤티씨, 124억 규모 자사주 대상 교환사채 발행 결정 ",0.9549404
2025-11-03-22-07,대한전선,대한전선 주가 또 상승...AI데이터센터 건설 등 수혜 전망 ,0.95263517
2025-11-03-22-07,삼성바이오로직스," 단독   인력유출  삼성바이오로직스, 롯데바이오로직스에 2심 패소 삼성바이오로직스, 글로벌 CDMO 수주 총력전 돌입 삼성바이오로직스 인적분할 절차 완료...순수 CDMO 발판 인적분할 마친 삼성바이오로직스,  순수 CDMO  도약 ",0.9503284
2025-11-04-23-25,TCC스틸,"철이 달라졌다 TCC스틸, 친환경 표면처리강판으로 세계 재도약 ",0.99807435
2025-11-04-23-25,에스티팜,"에스티팜, CDMO 성장 신약 성과  두 마리 토끼  잡았다 ",0.9978836
2025-11-04-23-25,코스모신소재,"코스모신소재, 실적 악화 속 수직계열화와 MLCC로 미래 모색 ",0.995033
2025-11-04-23-25,엘앤에프," 영상   AI 회동  다음은  배터리 회동 ?   CATL 회장, 에코프로 엘앤에프 회동 예정 ",0.99389625
2025-11-04-23-25,HD현대인프라코어,"HD현대인프라코어, 오전 장중 15,000원 지난 종가 대비 200원 감소 ",0.9935832
2025-11-04-23-25,롯데웰푸드,"롯데웰푸드, 인천시교육청과  자일리톨 스마트해빗  캠페인 전개 ",0.9919849
2025-11-04-23-25,HLB,"우정바이오, HLB 인수설  사실무근  일축 ",0.98968333
2025-11-04-23-25,원익IPS,"원익IPS, 세계 첫 유리기판 열처리 장비 상용화  차세대 반도체 장비 주도 삼성 덕보는 원익IPS  생산능력 3배 확보   이제는 코스닥  원익IPS, +5.85% 52주 신고가 - 조선비즈  원익IPS  52주 신고가 경신, 새는 두 개의 날개로 난다 - 유진투자증권, BUY ",0.9895208
2025-11-04-23-25,네이처셀, 단독 네이처셀 주총 앞두고 투자유치 FDA 승인 일정 주목 ,0.98718846
2025-11-04-23-25,삼성SDI," 특징주  삼성SDI, 테슬라 배터리 공급설에 연중 최고점 마감 종합  드디어 테슬라 뚫은 삼성SDI 3조 배터리  잭팟  삼성SDI 유상증자 투자자, 5개월 만에 140% 벌었다 삼성SDI, 테슬라 수주하나 ESS 배터리 공급 논의 중 ",0.9871114
2025-11-04-23-25,현대차3우B," 현대차3우B  52주 신고가 경신, 외국인, 기관 각각 3일 연속 순매수, 5일 연속 순매도 ",0.96912855
2025-11-04-23-25,성일하이텍,"특징주, 성일하이텍-리튬 테마 상승세에 2.27%   83조원 리사이클링 시장 개막 성일하이텍,  도시광산  새 시대 연다 ",0.9676831
2025-11-04-23-25,메가스터디교육,"메가스터디교육,  2027 메가패스  출시 ",0.9668881
2025-11-04-23-25,세아베스틸지주,"세아베스틸지주, 2025년 3분기 잠정 실적 공시 ",0.9638913
2025-11-04-23-25,SOOP," ISTP지만, 춤추는 것도 보여드릴게요  최봄이,  스포츠! SOOP!  통해 매력 발산 4일 밤 8시 방송 인방계 강자 SOOP 광고 덕에 산다 ",0.9617268
2025-11-04-23-25,제일기획," 리포트 브리핑 제일기획,  계열과 비계열 모두 개선세  목표가 25,000원 - KB증권 ",0.95593464
2025-11-04-23-25,DB증권," 리포트 브리핑 기업은행,  배당 관점에서 접근  목표가 26,000원 - DB증권  리포트 브리핑 한화에어로스페이스,  순항 중  목표가 1,300,000원 - DB증권  리포트 브리핑 현대로템,  전차 공장은 쉬지않고 돌아간다  목표가 300,000원 - DB증권  리포트 브리핑 우리금융지주,  완성된 포트폴리오, 새출발!  목표가 33,000원 - DB증권 ",0.95515716
2025-11-04-23-25,케이엠더블유," 투자원정대 동행  현대로템 vs 케이엠더블유 vs 에코프로, 공략법은?  투자원정대 동행  현대로템 vs 케이엠더블유 vs 에코프로, 공략법은? ",0.95514214
2025-11-04-23-25,GS건설,"GS건설, 탈현장공법 세미나 열어   미래형 주택 선보였다  - 조선비즈 ",0.95463777
2025-11-04-23-25,한미반도체,"한 달간 49% 오른 한미반도체, JP모건 목표가 하향에 약세  핫종목  ",0.95336187
2025-11-04-23-25,대주전자재료,"대주전자재료 주가 11월 4일 78,400원 전일 대비 1.82% 상승 마감 ",0.95186615
2025-11-04-23-25,엔켐," 엔켐 vs. 재원산업  소송전에 SK온 불똥 우려 특징주, 엔켐-리튬 테마 상승세에 2.96%   엔켐, 전기전자 분야  2025 으뜸기업  선정 영예 ",0.9503255
2025-11-05-20-04,루닛,트릴리온랩스  특화 AI 사업  루닛 컨소에 합류  세계 첫 의과학 FM  개발 도전 ,0.9994264
2025-11-05-20-04,삼성SDI," 생큐, 테슬라  삼성SDI LG엔솔, ESS 대규모 납품 논의 ",0.9966373
2025-11-05-20-04,금양,"금양, 임금체불로 대표이사 입건 유상증자 납입 지연 ",0.99455094
2025-11-05-20-04,엘앤씨바이오,"엘앤씨바이오, 스킨부스터 리투오 기대 대비 성장 빨라-한투  리포트 브리핑 엘앤씨바이오,  리투오 모멘텀 확산 중  - 한국투자증권 ",0.9939118
2025-11-05-20-04,두산,"두산에너빌 멜티오 에이엠솔루션즈,  금속 3D 프린팅  삼각 협력 공고화 ",0.9914988
2025-11-05-20-04,케어젠,케어젠  코글루타이드  중간 결과서 근육 관련 P값은 누락 왜? ,0.9913139
2025-11-05-20-04,KB금융,"미래에셋증권  KB금융, 내년 주주환원율 추가 상승 전망..목표가   KB손해보험, KB금융그룹 시너지 행보 가속...그룹 시니어 브랜드  KB골든라이프  연계 본격화 현대백화점-KB금융,  고객 경험 혁신 및 유통 금융 시너지 구축  맞손 계열사 직접 찾는 양종희 회장 KB  1등  수성 전략 짠다 ",0.99131346
2025-11-05-20-04,KG모빌리티, 실차주들 극찬  아빠들도 눈독들이는 하이브리드 SUV ,0.99087757
2025-11-05-20-04,CJ씨푸드1우, 서울데이터랩  HLB글로벌  15.89% 급등 실시간 상승률 1위 ,0.9896488
2025-11-05-20-04,한화솔루션,한화솔루션 주가 10% 급등...AI 전력 수요로 태양광 부각 ,0.98636395
2025-11-05-20-04,피엔티,"피엔티,  국제 배터리 엑스포 포항 서 첨단 배터리 기술 공개 ",0.98487467
2025-11-05-20-04,세방전지,"세방전지, 3Q 연결 영업이익 267억...전년비 23%  세방전지, 3Q 연결 영업이익 267억...전년비 23%  세방전지, 3분기 영업익 268억 전년비 23.7%   ",0.97544783
2025-11-05-21-33,루닛,트릴리온랩스  특화 AI 사업  루닛 컨소에 합류  세계 첫 의과학 FM  개발 도전 ,0.99853295
2025-11-05-21-33,골프존,골프존  시티골프    디지털스포츠 육성 훈풍 탈까  PGA쇼서 고객 확대 나서 골프존  시티골프    디지털스포츠 육성 훈풍 탈까 PGA쇼서 고객 확대 나서 ,0.99848974
2025-11-05-21-33,엘앤씨바이오,"엘앤씨바이오, 스킨부스터 리투오 기대 대비 성장 빨라-한투  리포트 브리핑 엘앤씨바이오,  리투오 모멘텀 확산 중  - 한국투자증권 ",0.9958686
2025-11-05-21-33,JB금융지주,전북은행 순익 추월 JB금융  효자 된 JB우리캐피탈 ,0.9929828
2025-11-05-21-33,삼양식품,"농심은 해외로, 삼양은 내수로 엇갈린 K-라면 주도권 전쟁 ",0.9929626
2025-11-05-21-33,케어젠,케어젠  코글루타이드  중간 결과서 근육 관련 P값은 누락 왜? ,0.99237067
2025-11-05-21-33,피엔티,"피엔티,  국제 배터리 엑스포 포항 서 첨단 배터리 기술 공개 ",0.99162227
2025-11-05-21-33,서부T&D," 리포트 브리핑 서부T D,  호텔업 기반의 강화된 성장구조 긍정적  목표가 14,000원 - BNK투자증권 ",0.9897947
2025-11-05-21-33,CJ씨푸드1우, 서울데이터랩  HLB글로벌  15.89% 급등 실시간 상승률 1위 ,0.9892579
2025-11-05-21-33,엘앤에프,"에코프로 포스코퓨처엠 엘앤에프 3분기 실적  턴어라운드 에도 성장성 물음표, ESS와 원가 경쟁력이 관건 정태교 수석 부사장, 엘앤에프 주식 4000주 매수  기업분석 엘앤에프, 7분기 연속 적자 탈출 이끈 1등 공신은?  오버행  우려 엘앤에프 국내 1호  LFP  승부수 ",0.9872606
2025-11-05-21-33,KG모빌리티, 실차주들 극찬  아빠들도 눈독들이는 하이브리드 SUV ,0.9849211
2025-11-05-21-33,금호타이어,"대신증권  금호타이어, 3분기 저점으로 이익 개선 목표가   금호타이어 광주공장 화재에도 올해 매출 5조 목표 밀어붙여, 정일택 4분기 고가제품 판매 확대로 승부 금호타이어, 증권사 목표가 상향에 강세 3.5%  아침밥  DB증권  금호타이어 관세 화재 악재 극복 중  By MoneyS ",0.9755597
2025-11-05-21-33,세방전지,"세방전지, 3Q 연결 영업이익 267억...전년비 23%  세방전지, 3Q 연결 영업이익 267억...전년비 23%  세방전지, 3분기 영업익 268억 전년비 23.7%   ",0.973784
2025-11-05-21-33,카카오게임즈,"카카오게임즈, 신작 IP 8종으로  글로벌 원년  시동 건다 ",0.9594688
2025-11-06-18-30,메리츠금융지주," 강세 토픽  증권사 테마, 메리츠금융지주 +4.39%, 신영증권 +4.13% - 조선비즈 ",0.9983865
2025-11-06-18-30,호텔신라,"인천공항 T1 면세점 다음달 사업권 입찰, 호텔 신라-신세계면세점 철수 ",0.9966734
2025-11-06-18-30,동진쎄미켐,"동진쎄미켐, 해외종속회사에 759.7억 금전대여 결정 ",0.994703
2025-11-06-18-30,한화생명,"한화생명, 계열사 GA 인사 마무리 피플라이프 라이프랩 대표 교체 ",0.9905151
2025-11-06-18-30,에스피지," 2025 로보월드  SPG,  자동화 솔루션 최적화  로봇용 감속기 선보여 ",0.98911923
2025-11-06-18-30,HLB생명과학,"HLB HLB생명과학, 가파른 하락세 5%대 낙폭 ",0.9889834
2025-11-06-18-30,엔켐, 최고기술자에게 듣는다  18 송의환 엔켐 CTO  전고체 상용화는 장기전 중국 ESS가 성장 축  ,0.9875968
2025-11-06-18-30,기가비스,"특징주, 기가비스-유리 기판 테마 상승세에 2.27%   ",0.9842398
2025-11-06-18-30,현대해상,"오후 이슈  보험    한화손해보험, DB손해보험, 현대해상, 삼성화재, 흥국화재  단독  현대해상 자회사 노조, 원청에 단체교섭  첫  요구   커지는 노란봉투법 리스크 ",0.9836031
2025-11-06-18-30,기아,"현대차 기아, 스마트 팩토리 전시 성료 로봇순찰 디지털트윈  스마트 팩토리 기술 확대  현대차 기아 테크데이, 벌써 6회차 현대차 기아, 글로벌  톱3  굳히기 내년 신차 공격적 출시  1.6조 손실  현대차 기아, 관세인하 시기  노심초사  ",0.9806658
2025-11-06-18-30,엘앤씨바이오,"엘앤씨바이오,  PRS KOREA 서 hADM ECM 기반 재생의학 솔루션 소개 ",0.9799742
2025-11-06-18-30,한미사이언스,"한미, 근육 늘리는 비만약 도전장    FDA 임상 승인 한미약품, 근육 증가와 지방 감소 동시 실현 신약 임상 1상 진입 한미약품, 신개념 비만신약 HM17321 미국 임상1상 승인 한미약품, 근육 늘리는  차세대 비만 신약    FDA 임상 1상 승인 ",0.977993
2025-11-06-18-30,NAVER,"NAVER, AI 전략 광고매출로 이어져 목표가  35만원 -교보 - 머니투데이  NAVER, 내년 AI 에이전트 출시 효과 기대  목표가  Naver soars to record quarterly earnings on AI boom Choi Soo-yeon, Naver CEO  We secured 60,000 Nvidia GPUs  ",0.96991765
2025-11-06-18-30,PI첨단소재," 리포트 브리핑 PI첨단소재,  재고 조정에도 이익 성장 전망 유효  목표가 24,000원 - 삼성증권 ",0.96390575
2025-11-06-18-30,SK바이오사이언스,"SK바이오사이언스, 3분기 매출 1508억  IDT 로 외형확대 ",0.96346486
2025-11-06-18-30,SK네트웍스,"SK인텔릭스 웰니스 로봇  나무엑스 , 보안 기준 바꿨다  인터넷 연결 없이 안전하게  ",0.96146274
2025-11-06-18-30,HD현대,"HD현대1%나눔재단, 목포 영암 저소득층 겨울나기 물품 후원  특징주  HD현대일렉트릭,   증시 AI 거품 논란 속 반등 영향  강세   알림 머니투데이 주주친화대상에 KT G HD현대중공업 - 머니투데이 HD현대삼호, 목포 취약계층에 난방용품 기탁 ",0.9510599
2025-11-07-22-29,프로텍,"서안프로텍, 스페인 프리미엄 스프레이 브랜드  IK Sprayer  신제품  IK e Foam Pro 2  국내 정식 출시 ",0.9960166
2025-11-07-22-29,OCI홀딩스,"미국 탈중국 규제, OCI 한화솔루션 실적에  시차형 충격  ",0.9928586
2025-11-07-22-29,루닛,"루닛, 볼파라와 브랜드 통합 글로벌 AI 암 진단 치료 생태계 구축 ",0.9921331
2025-11-07-22-29,GS건설,"삼성물산와 현대건설 GS건설 소속 컨소시엄, 호주 재생에너지 인프라 수주 최종 후보 GS건설  메이플자이 , 세계 조경 어워드서 2개 부문 수상 GS건설, ALB 주관  2025 한국법률대상  수상 GS건설,  2025 한국법률대상 서  올해의 사내법무팀 상 수상 ",0.9861911
2025-11-07-22-29,세아제강지주,"한투운용, 한달 새 세아제강지주 4만8778주 매수 ETF 투자 지속 ",0.96907115
2025-11-07-22-29,한화에어로스페이스,"한화에어로스페이스, 자매결연 백마부대에 위문금 전달 ",0.96617824
2025-11-07-22-29,박셀바이오,"박셀바이오, 고형암 CAR-T 한계 극복 위한 이중표적 전략 제시 박셀바이오 주가 하락 중 ",0.9644124
2025-11-07-22-29,롯데정밀화학,"IBK투자  롯데정밀화학 3분기 실적 기대치 상회, 염소계열 사업 이익 확대   리포트 브리핑 롯데정밀화학,  우리한테 안 사면 어디서 살 건데?  목표가 56,000원 - KB증권 ",0.95479524
2025-11-09-12-24,현대해상, 손해보험 분쟁 90%는 지급 관련 신청건 최다 메리츠화재  ,0.9974035
2025-11-09-12-24,효성티앤씨," 만성적자 , 효성화학, 자금수혈로 숨통 트이나  고부가 제품으로 재도약 시동  ",0.9970302
2025-11-09-12-24,한화오션,캐나다 840억 캐나다 달러 국방비 증액 단행 한화오션 잠수함 계약  청신호  ,0.9966696
2025-11-09-12-24,동진쎄미켐,동진쎄미켐 솔브레인도 미국으로 협력사 이동에 삼성 공급망 탄력 ,0.9885007
2025-11-09-12-24,솔브레인,동진쎄미켐 솔브레인도 미국으로 협력사 이동에 삼성 공급망 탄력 ,0.9885007
2025-11-09-12-24,에이비엘바이오,"에이비엘바이오 자회사  네옥바이오 , 이중표적 항암제 개발에 7500만 달러 투자 유치 ",0.97952664
2025-11-09-12-24,HD한국조선해양," 배당주로도 매력 충분   HD한국조선해양, 슈퍼사이클 중심 선다 ",0.9541412
2025-11-10-22-57,삼성바이오로직스,"대형 제약, 실적 동반 호조...R D 경쟁력이 견인차 ",0.99870247
2025-11-10-22-57,대주전자재료," 강세 토픽  MLCC 테마, 대주전자재료 +5.71%, 코칩 +3.25% - 조선비즈 ",0.9965812
2025-11-10-22-57,SK아이이테크놀로지," 리포트 브리핑 SK아이이테크놀로지,  단기 실적 부진 속, ESS 신규 프로젝트 확대 기대  목표가 33,000원 - 키움증권 ",0.9937776
2025-11-10-22-57,큐렉소,"의료 로봇, 수술 재활 진단 연결  플랫폼 으로 도약 혁신 주도 K-로봇 기업은? ",0.99275666
2025-11-10-22-57,OCI홀딩스," 각계 전문가 포진  부광약품, 체질 개선 속도  제약바이오 전문성 고려   이사회 톺아보기  ",0.98864764
2025-11-10-22-57,네이처셀,"네이처셀, 전날 이어 4% 상승 2만5000원선 재돌파 ",0.98649746
2025-11-10-22-57,테크윙, 수익 내비게이터   AR  XR 시장 개화 기대  LEDoS 핵심부품 설계  사피엔반도체  VS 933억 교환사채 20% 할증 발행 원자재  CAPA 증설 목적  테크윙   수익 내비게이터   AR  XR 시장 개화 기대 LEDoS 핵심부품 설계  사피엔반도체  VS 933억 교환사채 20% 할증 발행 원자재  CAPA 증설 목적  테크윙  ,0.9856069
2025-11-10-22-57,하나기술," 강세 토픽  폐배터리 테마, 하나기술 +8.02%, 영풍 +5.03% - 조선비즈 ",0.9781818
2025-11-10-22-57,리가켐바이오,"리가켐바이오, 글로벌 학회서 잇단 성과 임상 진입 가속화 리가켐바이오,  월드 ADC 어워즈  2개 부문 수상 쾌거 ",0.97330713
2025-11-10-22-57,코스모화학,"코스모화학, 11월 10일 17,980원 2.39% 상승 마감 ",0.96666837
2025-11-10-22-57,삼아알미늄," 강세 토픽  비철금속 - 알루미늄 테마, 포스코엠텍 +6.29%, 삼아알미늄 +4.47% - 조선비즈 ",0.96485037
2025-11-10-22-57,컴투스," 지스타 2025    불참 선언한 넥슨 펄어비스 컴투스  선택과 집중  택했다 컴투스, 애니메이션 IP로 재 도약 꾀한다? 컴투스 크릿벤처스USA, AI 미술 큐레이션  아르투 에 전략 투자 ",0.96370167
2025-11-10-22-57,PI첨단소재," 리포트 브리핑 PI첨단소재,  그래도 스마트폰 성능 변화의 중심  목표가 23,000원 - 메리츠증권 ",0.9564541
2025-11-10-22-57,TKG휴켐스," 리포트 브리핑 TKG휴켐스,  NT 판매량 증가 가시화  목표가 20,000원 - 키움증권 ",0.95503134
2025-11-10-22-57,한국타이어앤테크놀로, 표 11월 10일 52주 신고가 종목 및 최근 동향 ,0.95449764
2025-11-11-20-27,유진테크, 반도체 소부장  원익IPS 유진테크 한미반도체  주목  ,0.9973581
2025-11-11-20-27,삼성에스디에스," 단독  솔라시도, 삼성에 2만평 부지  1원 에 판다 ",0.9955351
2025-11-11-20-27,바텍,"아바텍, 매출 230억원, 영업이익 33억원 /개별실적 ",0.99468726
2025-11-11-20-27,에코프로머티,"에코프로머티, 11월 11일 장중 64,900원 5.87% 상승 ",0.993939
2025-11-11-20-27,종근당," IB토마토  Deal클립 종근당, 수요예측 흥행   R D 1천억 투자  속도  ",0.9928942
2025-11-11-20-27,제주반도체,제주 반도체 주가 250원 상승 후 장마감 ,0.9903043
2025-11-11-20-27,스튜디오드래곤,스튜디오드래곤 주가 500원 하락 후 장마감 ,0.9895852
2025-11-11-20-27,원익IPS," 삼전 하이닉스 다음, 어딘지 아시죠? ...증권가  소부장  목표가 쑤욱  원익IPS  52주 신고가 경신, 전일 기관 대량 순매수  반도체 소부장  원익IPS 유진테크 한미반도체  주목  원익IPS  Keep Going  증권사 발표에 강세 3.72% ",0.98835224
2025-11-11-20-27,효성티앤씨,"효성 조현준 회장, 기술력으로 ESG를 이끌다 ",0.983894
2025-11-11-20-27,금양,"금양, 유상증자 일정 정정 공시 납입일 상장일은? ",0.98012584
2025-11-11-20-27,피에스케이홀딩스," 강세 토픽  반도체 - 후공정 장비 테마, 팸텍 +5.19%, 피에스케이홀딩스 +3.30% - 조선비즈 ",0.9763313
2025-11-11-20-27,피에스케이," 강세 토픽  반도체 - 후공정 장비 테마, 팸텍 +5.19%, 피에스케이홀딩스 +3.30% - 조선비즈 ",0.9763313
2025-11-11-20-27,원텍,"K-뷰티 디바이스,  홍콩 코스모프로프 2025 서 기술력 뽐낸다 ",0.969879
2025-11-11-20-27,JB금융지주," 사진 JB금융지주  금융혁신대상  경영혁신대상 수상  사진 JB금융지주  금융혁신대상  경영혁신대상 수상 JB우리캐피탈, 고수익 고위험 자산  양날의 검  ",0.96939915
2025-11-11-20-27,대한유화," 리포트 브리핑 대한유화,  탄탄한 기초 체력, 확실한 실적 도약  목표가 210,000원 - 한국투자증권 대한유화 임직원 기금으로 밀키트 전달 ",0.9576341
2025-11-11-20-27,엘앤에프,"대구 경북 상장사 시가총액 20%  포스코퓨처엠 엘앤에프  쌍끌이  상승 엘앤에프 새로닉스, 상승에 급등 특히 엘앤에프 6% 급등에 13만원선 엘앤에프, 11일 장중 131,700원 6.21% 상승 ",0.95328707
2025-11-14-19-03,원익QnC," 서치 e종목  원익QnC, 쿼츠 세정 등 주력 사업 실적 개선세 뚜렷 주가 동력? ",0.9934494
2025-11-14-19-03,금호석유,"금호리조트,  한국서비스품질지수  리조트 부문 1위 ",0.9911689
2025-11-14-19-03,대웅," 초점   2300억 투자  대웅제약, 2030년  인니 1위 제약사  노린다  대웅제약  52주 신고가 경신,  NDR 후기  가파른 디지털헬스케어 성장 - DS투자증권, BUY ",0.9877975
2025-11-14-19-03,대웅제약," 초점   2300억 투자  대웅제약, 2030년  인니 1위 제약사  노린다 ",0.9875149
2025-11-14-19-03,TCC스틸,"TCC스틸, 3분기 적자전환 영업손실 53  ",0.9870131
2025-11-14-19-03,미래에셋증권,"한국투자 미래에셋증권, 국내 첫 IMA 사업자 된다 은행 예 적금과 경쟁 미래에셋증권,  ASOCIO 어워드 2025 서 AI 서비스 혁신상 수상 ",0.98582643
2025-11-14-19-03,LG디스플레이, LG그룹 인사    부회장 승진 기대되는 LG의 차세대 리더 ,0.9820462
2025-11-14-19-03,엔씨소프트,"엔씨소프트 이용약관 개정... 콘솔 추가, 계정 수 확대  ",0.98052084
2025-11-14-19-03,한국금융지주,증권업종 역대 호황에 한투 미래  경쟁사 분석도 기류 변화 줍줍 리포트  ,0.979541
2025-11-14-19-03,하이트진로홀딩스,"하이트진로홀딩스, -0.39% VI 발동 - 조선비즈 ",0.9790988
2025-11-14-19-03,테스,"두산테스나 주가 3,250원 하락 후 장마감 ",0.97610956
2025-11-14-19-03,더블유씨피," 종목 포커스  더블유씨피, 3분기 바닥 확인  ESS 판가 반등에  재평가 시동  ",0.9752148
2025-11-14-19-03,LG에너지솔루션, 특징주  테슬라 급락에 국내 이차전지주 줄줄이 약세 종합  ,0.9743747
2025-11-14-19-03,HD한국조선해양,"HD한국조선해양, 원유 운반선 2척 2562억 수주   목표 75% 달성 HD한국조선해양, 원유윤반선 2척 수주  목표 75% 달성  HD한국조선해양, 올해 수주 100척 돌파 2562억원 원유운반선 2척 수주 HD현대 , 2562억원 규모 원유 운반선 2척 수주 - 조선비즈 ",0.97396904
2025-11-14-19-03,대한조선," 클릭 e종목  대한조선, 공포를 사야할 때  ",0.9716085
2025-11-14-19-03,솔브레인,"메리츠증권  솔브레인, 가동률 상승에 힘입은 안정적인 성장세  솔브레인 주가 10,000원 하락 후 장마감 ",0.9690335
2025-11-14-19-03,피에스케이," 리포트 브리핑 피에스케이홀딩스,  CoWoS 파트너  목표가 69,000원 - 한국투자증권 ",0.95968026
2025-11-14-19-03,피에스케이홀딩스," 리포트 브리핑 피에스케이홀딩스,  CoWoS 파트너  목표가 69,000원 - 한국투자증권 ",0.95968026
2025-11-14-19-03,SAMG엔터,"SAMG엔터, 3분기 누적 매출 928억 원 영업이익 109억 원  비용 효율화로 안정적 실적 구조 유지 SAMG엔터, 3분기 누적 매출 928억 영업이익 109억  IP 브랜드화 가속 SAMG엔터, 3분기 누적 매출 928억 달성 ",0.9593895
2025-11-14-19-03,HPSP,"HPSP, 11월 14일 장중 31,550원 4.39% 하락 ",0.95792836
2025-11-14-19-03,팬오션,"현대글로비스 팬오션  HMM  해운 3Q 성적표, 사업 다각화에 갈려 ",0.9510339
2025-11-16-17-33,LG이노텍,"LG이노텍 새 성장축 반도체 기판, 문혁수 FC-BGA 이어 유리기판까지 확장 ",0.9952669
2025-11-16-17-33,삼성물산,"현대 삼성, 정비사업 새 역사 쓴다 수주액 10조  눈앞  ",0.9922759
2025-11-16-17-33,LG화학,"LG화학,  우리가 그린 히어로  서산 환경교육 한마당 참여 ",0.99163747
2025-11-16-17-33,세아제강지주,"세아제강지주,   수입 규제 강화에도 해외법인 수익성 개선에 매출 증가 ",0.98747766
2025-11-16-17-33,영원무역,"영원무역,  WCD 비저너리 어워즈   기업 최초 수상 영예 ",0.9862281
