date,news,target
/17/2025:11/17/2025,"노타, MAD 2025서 엣지 AI 부문 기업 2년 연속 선정 노타는 포춘 글로벌 500대 기업들을 주요 고객사로 확보하며 매년 가파른 매출 성장세를 보이고 있다. 2023년 매출액 36억 원에서 2024년 84억 원으로 두...2주 전",0
미상,외국인 연속 순매도일 상위 20선 - 코스닥 - 조선비즈 외국인 연속 순매도일 상위 20선 - 코스닥 오늘 코스닥 시장에서 외국인이 하나금융25호스팩435620을 34일 연속 순매도한 것으로  나타났다 이 밖에  동일금속109860,0
09/03/2025:09/03/2025,"특징주, 갤럭시아머니트리-지역화폐 테마 상승세에 12.55%   04일 지역화폐 테마가 전일 대비 3.72% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 갤럭시아머니트리 094480 가 전일 대비 12.55% 상승하며 급등하고...",1
09/20/2025:09/21/2025, 서울데이터랩 코오롱모빌리티그룹 30.00% 상한가 금일 증시 상승률 1위로 마감 한눈에 보는 오늘   경제 - 뉴스    서울신문 22일 오후 15시 35분 코오롱모빌리티그룹 450140 가 등락률 +30.00%로 상승률 1위로 마감했다. 코오롱모빌리티그룹은 장...,1
/05/2025:11/05/2025,"전기차 관련주,  덩실덩실  디아이씨 엘앤에프 한온시스템...  한숨  강원에너지 KEC 현대경제신문 홍미경 기자   전기차 관련주들이 전 거래일 대비 2.36% 하락으로 장을 마감했다. 5일 한국거래소에 따르면 디아이씨, 엘앤에프, 한온시스템,...",1
7/01/2024:7/02/2024," 포인트데일리 오늘의 특징주  솔루스첨단소재, 유진로봇, 현대글로비스, 비만치료제 관련주  포인트데일리 엄현식 기자  1일 코스피 지수는 회복세를 보이며 2800선에 마감했다.이날 코스피는 전장보다 6.49포인트 0.23%   오른 2804.31에 장을 마쳤다.",0
09/16/2025:09/16/2025, 특징주   321억원 유상증자  소식에 아이진 11%대 급락 바이오 신약 및 백신 연구개발 기업 아이진 185490  주가가 17일 장 초반 급락 중이다. 전날 16일  321억원 규모의 주주배정 유상증자를 결정했다는 소식이 전해진...,0
/04/2025:11/04/2025,"한화오션, 임원 12명 승진 인사  글로벌 경쟁력 제고  한화오션이 12명의 신규 임원 승진 인사를 5일 단행했다.한화오션은 이번 인사를 두고  친환경 기술 중심의 연구 설계 경쟁력 강화  글로벌 생산체계 고도화  미래...",0
09/12/2025:11/09/2025,"전기차 관련주,  봄꽃만개  삼영 삼기 한빛레이저 원익피앤이...  시들시들  디아이씨 엣지파운드리 비파괴검사 전문업체인 삼영검사엔지니어링 대표 김두일 이 12일 창원 컨벤션센터에서 열리는  2025 원자력산업대전 에서 VISATEC 그룹의 협력사인...1일 전",1
4/13/2024:4/14/2024, 원빈 조카  김희정 삼촌도 깜짝 놀랄 아찔한 수영복 자태  뉴스엔 권미성 기자  배우 김희정이 근황을 공개했다. 4월 14일 김희정은 자신의 소셜미디어를 통해  Constantly  chasing sunsets 끊임없이 노을을 ㅤㅉㅗㅈ아다닌다  라는...,0
2/17/2025:12/17/2025," 분석  하루 만에 18% 급등  서진오토모티브, 본업 로봇 모멘텀에  쌍끌이  매수세 유입 자동차 부품 전문기업 서진오토모티브 주가가 크게 오르고 있다.13일 한국거래소에 따르면 전 거래일 18.86% 상승 2300원에 거래를 마감했다.5일 전",0
08/22/2025:08/24/2025,"코스메카코리아, NDR서 확인된 자신감  목표가 9만원 매수 유지 국내 대표 화장품 ODM 제조자개발생산  기업 코스메카코리아가 하반기 실적 개선 가능성을 재확인했다.미래에셋증권은 최근 보고서를 통해  코스메카코리아가 연초...",1
0/15/2025:10/15/2025,"하락률 상위 50선 - 코스피 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, 세원이앤씨 091090 , -78.66%, *관리종목. 2, 금호전기 001210 , -12.53%,  LED . 3, SNT에너지 100840 , -10.16%...",0
7/01/2024:7/02/2024," ET라씨로  비만치료제 시장 관심에 블루엠텍, 2거래일 연속 강세 ET라씨로는 인공지능 AI  기반으로 선별 분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다.  플레이스토어에서  ET라씨로  - ...",1
09/01/2025:09/01/2025,"휴양에 예술 더하는 파라다이스 리조트  조엘 메슬러 첫 국내 개인전 연다 - 조선비즈   팝아트 작가 조엘 메슬러,  낙원 파라다이스   주제로 첫 전시 파라다이스시티, 리조트 전역에 작품 3000여 점 배치 예술 휴양 결합한  아트테인먼트 로 차별화...",0
월봉, 따뜻하게 또는 차갑게  봄철 일교차 커지자 뜨는  멀티음료 는 변덕이 심한 봄 날씨가 이어지면서 식음료업계가 따뜻하게 먹거나 차갑게 먹어도 본연의 맛을 느낄 수 있는  멀티 음료  제품을 적극  선보이고 있다.,0
2/04/2025:12/04/2025,"삼일씨엔에스, +9.78% VI 발동 - 조선비즈 05일 풍력에너지 테마가 전일 대비 3.00% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 삼일씨엔에스 004440 가 전일 대비 15.35% 상승...9시간 전",1
09/16/2025:09/16/2025,"SNT모티브, +1.04% 52주 신고가 - 조선비즈 SNT모티브, +1.04% 52주 신고가 현대제철004020, 평화홀딩스010770, 현대모비스012330, 시노펙스025320, 동아화성041930, 미코059090, SNT모티브064960,...",0
09/28/2025:09/29/2025," 체크!코스닥  KS인더스트리, 주가하락에 유증 불발 우려 커져 - 머니S KS인더스트리가 연이은 주가 하락으로 또다시 유상증자 불발 위기에 몰렸다. 김재열 전 SK그룹 부회장의 투자 약속에도 현재 주가가 신주가를 밑돌면서 자금 조달에...",0
09/29/2025:09/29/2025,"일동제약, 먹는 비만약 임상 1상서 체중 감소 효과 확인 일동제약그룹이 29일 기업설명회에서 경구용 대사성 질환 신약 후보물질  ID110521156 의 임상 1상 톱라인 데이터를 공개했다.이번 연구에서 체중 감소와 혈당 강하...",0
/16/2025:11/16/2025,"키움증권  삼성바이오, 분할 전 호실적 기대  매수  의견  17일 국내 증시에서 이격도 과열 종목들이 주목받았다.당일 주가가 20일 이동평균 대비 120% 이상 상승한 종목에는 코리아써우, 코리아써키트2우B,...3시간 전",1
2/09/2025:12/09/2025,"N2 레버리지 은 선물 ETN H , +1.44% 상승폭 확대 - 조선비즈 한투 레버리지 은 선물 ETN, +10.26% 상승폭 확대 뉴스봇 한투 레버리지 은 선물 ETN이 상승폭을 확대하고 있다. 전일 대비 10.26% 상승한 82605원에...13시간 전",1
09/13/2025:09/14/2025,"아이비젼웍스, +6.48% 상승폭 확대 - 조선비즈 아이비젼웍스, +6.48% 상승폭 확대 아이비젼웍스의 최근 1주일간 외국인 기관 매매내역을 살펴보면 외국인은 115050주를 순매수했으며, 기관은 특별한 동향을 보이지...",1
09/29/2025:09/29/2025,"랩지노믹스, +2.57% 상승폭 확대 - 조선비즈 한독 002390 , 파미셀 005690 , 오상헬스케어 036220 , 마크로젠 038290 , HLB파나진 046210 , 시너지이노베이션 048870 , 바이오니아 064550 , 테라젠이텍스 066700 ,...",1
08/01/2025:08/03/2025," 강세 토픽  음원서비스 테마, YG PLUS +5.84%, KT지니뮤직 +3.81% - 조선비즈  뉴스봇   음원서비스  테마가 강세다. 전일 대비 2.57% 상승세이다. YG PLUS 037270  +5.84%, KT지니뮤직 043610  +3.81%, TJ미디어 032540  +1.57% 등이 테마 상승을...",1
0/28/2025:10/28/2025,"부산시의회, 스타트업 생태계 활성화 방안 마련 나서  부산시 스타트업 성장 정책 연구회  최종보고회 개최 전략산업 연계 성장단계별 지원 투자체계 개선 제안.",0
09/20/2025:09/21/2025, 포토  일구일혼  김광현 - 머니투데이 SSG 좌완에이스 김광현이 21일 인천랜더스필드에서 열린 2025KBO리그 두산베어스와 SSG랜더스 경기에서 선발로 나서 역투하고 있다. 2025.09.21.,0
6/30/2024:7/01/2024,"코리아써키트, +6.70% 상승폭 확대 - 조선비즈 코리아써키트, +6.70% 상승폭 확대 코리아써키트007810가 상승폭을 확대하고 있다. 전일 대비 6.70% 상승한 16080원에  거래되고 있다. 코리아써키트 연관 테마코리아...",1
2/15/2025:12/15/2025,"겨울 앞두고 급등하는 천연가스 개미들은  인버스 에 베팅  인베스팅 인사이트  하나 인버스 2X 천연가스 선물 ETN H 의 최근 1주일간 외국인 기관 매매내역을 살펴보면 외국인, 기관 모두 특별한 동향을 보이지 않았다.1개월 전",1
08/10/2025:08/10/2025," 정오 시황  코스닥 811.84, 상승세  2.57, +0.32%  지속 증권   News봇 뉴스  코스닥이 외국인과 기관의  쌍끌이  매수세에 장 중반에도 상승세를 이어가고 있다.11일 오후 12시 0분 현재 코스닥은...",0
6/30/2024:7/01/2024,"퀄리타스반도체, +12.43% VI 발동 - 조선비즈 퀄리타스반도체, +12.43% VI 발동 퀄리타스반도체432720가 VI가 발동했다. 전일 대비 12.43% 상승한 22250원에  거래되고 있다. 퀄리타스반도체 연관 테마DB...",0
2/16/2025:12/16/2025," 서울데이터랩  동부건설우  +30.00% 상한가 금일 코스피 상승률 1위로 마감 동부건설우와 한화갤러리아, 공모가 대비 30% 상승하며 상한가 기록. 주요 종목들 PER 및 ROE 수치 제공. 17일 장 마감 기준, 동부건설우 005965 가...8시간 전",1
/09/2025:11/09/2025,"한국콜마, 분기 최대 매출에도   적자 확대 윤상현  성과주의  시험대 한국콜마가 분기 기준 사상 최대 매출을 올렸지만 미국 법인의 예상보다 큰 적자가 발목을 잡았다. 현지 생산능력 CAPA  확대로 고정비 부담이 늘어난 영향도 있지만,...",0
01/15/2026:01/15/2026,"삼양엔씨켐, 3분기 누적 매출 898억 영업익 128억원  사상 최대   서울 뉴시스  김경택 기자   삼양그룹의 반도체 포토레지스트 PR  소재 전문 계열사 삼양엔씨켐은 반도체 공정 핵심 소재 국산화를 기반으로 안정적 성장을 이어가며...5일 전",0
0/29/2025:10/29/2025,우리기술 주가 10% 도약 5500원선 돌파  CBC뉴스  우리기술 032820  주가가 5거래일 연속 오름세를 보이고 있다.우리기술은 30일 오전 11시 32분 현재 5520원에 거래되고 있다. 전일 종가보다 540원 +10.84% ...,1
2/14/2025:12/14/2025," 클릭 e종목  이오테크닉스, 신규 레이저 장비 성과 현실화 단계 진입  최근 20일 거래일 기준  동안 외국인 투자자가 이오테크닉스285000원,  7000원, 2.52% 지분 2.35%P를 순매수 한 것으로 나타났다. 13일 아이투자 www.itooza.com 가...1주 전",0
미상,캐리 +11.32% 상승폭 확대 - 조선비즈 캐리 +11.32% 상승폭 확대 캐리313760가 상승폭을 확대하고 있다 전일 대비 11.32% 상승한 6590원에 거래되고 있다  캐리 연관 테마한솔테크닉스004710,0
07/11/2025:07/13/2025,"2차전지 전고체 관련주,  껑충껑충 뛰어올라  삼성SDI 이브이첨단소재...  주르륵  나인테크  현대경제신문 홍미경 기자  2차전지 전고체 관련주들이 전 거래일 대비 0.99% 상승으로 장을 마감했다.11일 한국거래소에 따르면 삼성SDI, 이브이첨단소재는 상승했다...",1
미상," 시총 100대기업  한화시스템, 11% 상승... 육해공 통신망 정비사업 계약  한화시스템이  육해공 통신망  정비사업 계약 소식에 큰 폭으로 상승했다. 19일 한국거래소에 따르면, 한화시스템 종목은 전날  주식시장에서 11.0% 상승한 2만1700원...",1
08/13/2025:08/13/2025," 보여주기식 택배의 날  CJ대한통운 쉰다는데, 네이버 SSG  정상배송 , 왜? CJ대한통운이  택배 없는 날  8월14일 을 시작으로 광복절 8월15일  연휴 기간 배송 업무를 중단했다. 택배기사의 한여름 쉴 권리를 보장하기 위한 조치다. 다만 ...",0
09/20/2025:09/21/2025,"인스피언, +4.84% 상승폭 확대 - 조선비즈 인스피언, +4.84% 상승폭 확대 다우데이타032190, 에스넷038680, 한국전자인증041460, 라온시큐어042510, 이스트소프트047560, SGA049470, 오픈베이스049480,...",0
3/21/2025:3/23/2025,"2025 성우하이텍배 KNN 환경마라톤 개최 부산 수영강변과 해운대, 광안리의 해변을 달리는 2025 성우하이텍배 KNN 환경마라톤 대회가 오늘 부산에서 열렸습니다.",1
07/11/2025:07/13/2025,"미투온, -13.86% VI 발동 - 조선비즈 미투온, -13.86% VI 발동 플레이위드023770, 드래곤플라이030350, NAVER035420, 바른손이앤에이035620, 엔씨소프트036570, 네오위즈홀딩스042420, 한빛소프트047080,...",0
09/23/2025:09/23/2025,"덕산하이메탈, +4.58% 상승폭 확대 - 조선비즈 덕산하이메탈, +4.58% 상승폭 확대 디아이003160, 피에스케이홀딩스031980, 이오테크닉스039030, 프로텍053610, 인텍플러스064290, 덕산하이메탈077360, GST083450,...",1
2/07/2025:12/07/2025,"코스닥 상장  엔에이치스팩32호  합병 업종은? 5일 한국거래소 코스닥시장본부에 따르면,  엔에이치기업인수목적32호   엔에이치스팩32호 0054V0 가 이날 코스닥시장에 상장한다.3일 전",0
0/23/2025:10/23/2025," 특징주 SAMG엔터, 리사  하츄핑  인증샷에 27%대 급등  티니핑  제작사인 SAMG엔터의 주가가 블랙핑크 리사의 하츄핑 인증샷 효과에 힘입어 24일 국내 증시에서 27%대 상승세를 나타내고 있다. 이날 오전 9시28분 현...",1
8/18/2024:8/19/2024, 팍스로비드  약값 인상설에 일동제약  조코바  승인에 촉각 코로나19 감염자가 증가하는 가운데 화이자의 코로나 치료제  팍스로비드  약값이 두 배나 오른다는 소문이 퍼지고 있다. 이 같은 사실은  한국제약바이오협회 취재...,0
2/15/2025:12/15/2025,"이격도과열 종목, 한국타이어앤테크놀로지 지투지바이오 그래피 주가 파죽지세  시사저널e 송준영 기자  이번 주 4월 25 29일  투자상품 시장에서는 WTI 서부텍사스산원유  선물을 기초자산으로 한 ETN 상장지수증권 이 대거 상장...43개월 전",0
6/15/2024:6/16/2024,"유진투자  일본은행 긴축 의지 재확인, 하반기 금리인상 가능성 높아져   비즈니스포스트  일본은행 BoJ 이 하반기 또다시 금리인상에 나설 가능성이 높아졌다는 전망이 나왔다.이정훈 유진투자증권 연구원은  17일.",1
6/30/2024:7/01/2024,"거래량 증가 상위 20선 - 코스닥 - 조선비즈 거래량 증가 상위 20선 - 코스닥 오늘 코스닥 시장에서 거래량이 급증한 종목은 비엔케이제1호스팩445360,  에스에이티이엔지351320, 알티캐스트085810, 소마젠950200,...",1
08/22/2025:08/24/2025,"미코   김민경, 미코 배출 TOP3 미용실 원장 딸  손태영 발굴, 지금은 건물주  홈즈   뉴스엔 이하나 기자  배우 김민경이 어머니가 미스코리아를 다수 배출한 대구의 유명 미용실 원장이었다고 밝혔다. 8월 21일 방송된 MBC  구해줘 홈즈 에서는 배우...",1
/09/2025:11/09/2025, ETF 열전  중국 태양광  빛났다  친환경 인버스 ETF 동반 강세  뉴스웍스 차진형 기자  11월 첫째 주 국내 ETF 시장은 친환경에너지와 인버스형 상품이 주도했다.10일 K-ETF에 따르면 신한자산운용의  SOL 차이나태양광CSI 합성  이...,0
2/30/2024:01/01/2025,"상장 미뤘더니 탄핵정국 한파 공모주 될 곳만 된다  얼어붙은 IPO, 2025년도 혹한기   2024년 31개사 상장 심사 철회 선언 공모주 펀드서 한달새 2800억  썰물  대어급 이탈에 옥석가리기 심화될 듯.",1
/25/2025:11/25/2025,4월 이후 반전 스토리 쓰는 GS피앤엘  에프앤가이드 지난 한 주간 11월 17일 21일  코스피지수는 전주 대비 3.95% 하락해 4011.57에서 3853.26으로 마감했다. 같은 기간 외국인은 3조17...4일 전,0
2/14/2025:12/14/2025,"천보, 캐즘 돌파했더니 FI 엑시트 도래... 상환 여력 부족  올해 전기차 EV  시장의 캐즘 수요정체 을 벗어나 가시적으로 실적 회복을 시현하고 있는 천보가 주가상승에 따른 재무적투자자 FI  차익실현을 앞...5시간 전",0
09/12/2025:11/09/2025," 단독  SK하이닉스, 하나마이크론 베트남 법인에 전략적 투자 삼성 대신 새  후공정 동맹  구축 20일 하나마이크론 관계자는  법원에 소액주주연대가 제기한  주주총회 결의 취소  소송 관련 답변서를 지난 16일 제출했다 며  하나마이크론은 이미 인적...3주 전",0
08/27/2025:08/27/2025,"알피바이오 대웅제약,  에너씨슬 플래티넘  출시 1년 2,600만개 돌파 약물전달기술 CDMO 알피바이오가 대웅제약과 공동 개발한 대사증후군 관리 건강기능식품  에너씨슬 플래티넘 이 출시 1년 만에 누적 생산량 2600만 캡슐을 돌파했다고...",1
3/21/2025:3/23/2025,"4대 금융, 산불 피해 구호에 40억원 기부..금융지원 합심 스마트투데이 김국헌 기자  KB 신한 하나 우리금융 등 4대 금융그룹이 경남 산청, 경북 의성, 울산 등 전국 대형 산불 피해 복구와 이재민 구호에 각 10억원씩 성금을...",0
05/30/2025:06/01/2025,"네오이뮨텍, 650억원 유상증자 결정  NT-I7 개발 가속   서울 뉴시스 이승주 기자   T세포 기반 면역치료 개발기업 네오이뮨텍이 약 650억원 규모의 주주배정 후 실권주 일반공모 방식 유상증자를 결정했다. 30일 네오이뮨텍...",0
2/30/2024:01/01/2025,"통신장비 관련주, 미중갈등 속  통신장비사 제재시 반사이익!!   네이버 블로그 오픈랜 Open RaN 은 무선 통신 네트워크의 개방형 표준을 뜻함.  . 이는 기지국 장비의 하드웨어 HW 와 소프트웨어 SW 를 분리하고, 장비 간 인터페이스를 표준화해...",1
0/12/2025:11/10/2025," 서울데이터랩 그린생명과학 29.98% 급등 금일 증시 상승률 1위로 마감  의약뉴스  동반 하락세에서 벗어났던 양 제약지수가 하루만에 다시 동반 하락했다.11일, 유가증권시장 제약지수는 1만 7482.08로 전일대비...2일 전",1
2/04/2025:12/04/2025," 특징주  비에이치아이 083650 , 폭발적 영업이익 성장 신사업 진출 속도  이코노뉴스 어 만 기자  비에이치아이가 급등 중이다. 비에이치아이는 5일 코스닥 시장에서 오후 2시15분 현재 전 거래일보다 15.79% 8100원  상승한...10시간 전",1
0/15/2025:10/15/2025,"글로벌 3대 암학회 열린다   K-바이오, ESMO서 성과 공개 글로벌 3대 암학회로 꼽히는 유럽종양학회 이하 ESMO 에 한미약품, 루닛, 리가켐바이오 등 국내 바이오기업들이 출격해 연구 성과를 공개한다.",0
2/17/2025:12/17/2025," 초소형 위성 강자  나라스페이스, 우주 테마 타고  따블  행진 동참 초소형 위성 개발기업 나라스페이스테크놀로지 478340 가 코스닥 데뷔 첫날 공모가의 2배를 넘어서는  따블 을 기록했다.17일 오전 9시58분 나라...1일 전",1
0/29/2025:10/29/2025,"프럼파스트, 10억원 규모 자사주 매입  디지털투데이 AI리포터  건축자재 전문 기업 프럼파스트가 주가 안정과 주주가치 제고를 위해 자기주식을 사들인다.29일 공시에 따르면 프럼파스트는 10억원 규모의...",1
09/29/2025:09/29/2025,"9월 29일 주식시장 주요공시 엑세스바이오, 보통주 2553998주 소각 결정 소각예정일 2026-04-30  엑시콘, 주식회사 삼성전자와 88.05억원 최근 매출액대비 27.9%  규모 공급계약 CLT INTERFACE...",1
0/27/2025:10/27/2025," 강세 토픽  수소차 - 연료전지 테마, 두산퓨얼셀 +27.55%, 범한퓨얼셀 +17.82% - 조선비즈 강세 토픽 수소차 - 연료전지 테마, 두산퓨얼셀 +27.55%, 범한퓨얼셀 +17.82%",1
/04/2025:11/04/2025,"랜식, 삼성화재  슈가핏  서비스  케어센스 에어  기반으로 사용자 접근성 확대 한눈에 보는 오늘   사회 - 뉴스    이데일리 이윤정 기자  랜식 은 자사가 개발한 연속혈당측정기반 혈당관리 솔루션  글루코핏 이 삼성화재  슈가핏  서비스에 적용...",1
6/30/2024:7/01/2024,"2대주주 달라진 티웨이항공, 장 초반 2%대 상승세 특징주대명소노그룹 계열 호텔 리조트 운영사인 소노인터내셔널이 2대주주가 된 티웨이항공이 장 초반 강세다.2일 오전 9시29분 기준으로  코스피 시장에서 티웨이항공...",1
0/19/2025:10/19/2025," 특징주  네이처셀, 정부의 줄기세포 규제 완화 기대 20%대  급등  네이처셀 주가가 20% 넘게 급등하고 있다. 이는 정부의 줄기세포 규제 완화 기대에 영향을 받은 것으로 풀이된다.20일 한국거래소에 따르면 오전 10시 35분 기준...",1
09/09/2025:09/09/2025,"상승률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, 이화전기 024810 , +35.59%, *관리종목. 2, SGA 049470 , +21.38%,  IT 보안 . 3, 싸이버원 356890 , +20.31%,  IT 보안 .",1
2/04/2025:12/04/2025," 클릭 e종목  삼양엔씨켐, 반도체 업황 개선 수혜  반도체 핵심 소재 국산화 성과, 삼양엔씨켐 고부가가치 제품군 확대 퍼스널케어 소재 글로벌 3대 공급사, 삼양KCI 해외 매출 비중 83% 달성3일 전",0
09/06/2025:09/07/2025,"서학개미, 반도체 테슬라 레버리지 베팅 한눈에 보는 오늘   경제 - 뉴스   지난주 순매수 상위권 몰려 서학개미들이 최근 1주일간 미국 증시에서 반도체와 테슬라 관련 레버리지 상품을 집중 매수했다.",1
0/26/2025:10/26/2025," 주요계열사 대표 거친  체질개선 수익성제고  적임자  글로벌세아, 대표에 김기명 부회장 글로벌세아그룹은 김기명 현 그룹총괄 부회장을 그룹 지주사인 글로벌세아 대표 부회장으로 선임했다고 27일 밝혔다. 글로벌세아그룹 관계자는  김 대표 부회장은...",0
08/10/2025:08/10/2025,"상승률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, AP헬스케어 109960 , +30.00%,  게임 . 2, 썸에이지 208640 , +29.87%,  게임 . 3, 빌리언스 044480 , +29.84%,  NFT 대체불가능...",1
2/17/2025:12/17/2025,"코스피 장초반 1%대 하락, 한화갤러리아우 태영건설우 주가  상한가  국내 주식시장에서 단기 주가가 20일 이동평균선을 크게 상회하며 이격도 과열 신호가 나타나고 있다.18일 한국거래소에 따르면, 이격도 120% 이상...4시간 전",1
0/19/2025:10/19/2025," 키움증권,  투자자도 높은 관심 증시 랠리 수혜 지속 가능  목표가 38만 NH투자증권은 20일 키움증권에 대해 미국 투자자들의 관심이 높았으며 거래대금 확대 수혜가 지속될 수 있을 것으로 내다봤다. 목표주가는 38만원, 투자의견  매수 를...",1
09/16/2025:09/16/2025,"현대ADM, +9.73% VI 발동 - 조선비즈 현대ADM, +9.73% VI 발동 오리엔트바이오002630, 바이오톡스텍086040, 우정바이오215380, 코아스템켐온166480, HLB바이오스텝278650, 드림씨아이에스223250,...",1
2/02/2025:12/02/2025, 특징주   라온피플  AI로봇 통합제어솔루션 개발 소식에 강세 라온피플이 AI기반 연안관제 설루션 개발에 나서 해안지역 공공안전 강화에 속도를 낸다. 갯벌 해안가 항포구 등 사고위험이 높은 구역을 중심으로 AI...8시간 전,0
/10/2025:11/10/2025," 특징주  그린생명과학 급등,  독감 환자 폭증  속 세포배양 백신 기술 부각  디지털투데이 김주훈 에디터  의약품 중간체 개발업체 그린생명과학이 기업 운영자금 확보 및 재무구조 개선을 위해 자사주를 처분한다.13일 금융...22시간 전",1
0/29/2025:10/29/2025,"하락률 상위 50선 - 코스닥 - 조선비즈 순위, 종목명, 등락률, 연관 섹터. 1, 이트론, -50.00%, *관리종목. 2, CNH, -43.75%, *관리종목. 3, THE E M 089230 , -12.71%. 4, 유일에너테크 340930 , -11.98%...",0
0/27/2025:10/27/2025,"트럼프, 김정은 만날까 남북경협주  위험 질주   미디어펜 홍샛별 기자  남북 경제협력 테마주가 위험한 질주를 이어가고 있다. 도널드 트럼프 미국 대통령과 김정은 북한 국무위원장의 깜짝 회동 가능성에 올랐다가...",0
01/15/2026:01/15/2026,"아크릴, +1.04% 상승폭 확대 - 조선비즈 박외진 대표. 아크릴인공지능 플랫폼 전문기업  아크릴 대표 박외진 은 코스닥 기술특례 상장을 위한 기술성 평가를 통과했다고 4일 밝혔다. 아크릴은 올해 하반기 IPO...2일 전",0
/04/2025:11/04/2025,"SK바이오팜   HLB 주가  장중 강세 ...이슈는?  초이스경제 이영란 기자  5일 증시에서 코스피와 코스닥 지수가 장중 급락하는 가운데 SK바이오팜, HLB 등 일부 바이오주 주가가 장중 강세를 기록 중이다.",1
미상,"국제약품 눈가 케어 브랜드 ‘롱그뷰’, 누적 판매 30만개 돌파",1
09/13/2025:09/14/2025," 창간23/ 금융패권      제2의 서클  노린다   핀테크, 법제화 앞두고 분주  서울파이낸스 박영선 기자   원화 스테이블코인  제도화가 수면 위로 부상하면서 발행주체를 둘러싼 업권 간 견해가 엇갈리고 있다. 15일 관련 업계에 따르면 금융.",1
08/22/2025:08/24/2025,"미드랜드스테이츠뱅코프 MSBIP , 나스닥으로부터 결함 통지 수령 미드랜드스테이츠뱅코프 MSBIP, Midland States Bancorp, Inc.  는 나스닥으로부터 결함 통지를 수령했다.22일 미국 증권거래위원회에 따르면 미드랜드스테이츠뱅...",1
08/01/2025:08/03/2025,"코나아이, 형지그룹과 손잡고 지역사랑상품권 활성화 이코노미사이언스 정상훈 기자  디지털 결제 플랫폼 전문기업 코나아이는 패션그룹형지 형지글로벌 형지엘리트와 협력해 지역경제 활성화에 나선다고 지난 1일 밝혔다.",0
09/13/2025:09/14/2025,일동제약그룹 새로엠에스  비대면 진료 키오스크 선봬   서울 뉴시스 이승주 기자   일동제약그룹의 종합 헬스케어 플랫폼 기업인 새로엠에스가  2025 대한민국 사회서비스 박람회 에 참가해 비대면 진료용 키오스크  새로...,1
08/01/2025:08/03/2025," 외국인 주간 코스닥  에코프로 에코프로비엠 팔고 리가켐바이오 파마리서치 담았다 8월 첫째 주 7월 28일 8월 1일  코스닥 시장에서 외국인 투자자들은 바이오 제약 종목을 중심으로 순매수를 단행한 반면, 2차전지주를 대거 정리하며 뚜렷한 업종 회전...",1
09/13/2025:09/14/2025,"에스켐, +7.68% 상승폭 확대 - 조선비즈 에스켐, +7.68% 상승폭 확대 코리아써키트007810, 솔브레인홀딩스036830, 신화인터텍056700, 아이컴포넌트059100, LB세미콘061970, 이녹스088390, 에스앤에스텍101490,...",1
0/29/2025:10/29/2025," 증시 브리핑  10월 30일 코스닥 오후시황  센머니 김병진 기자  10월 30일 오후 기준, 한국거래소에 따르면 코스닥 시장에서 상승률 상위 종목들은 대부분 높은 상승폭을 기록 중이다. 율호는 +29.89%의 상승률...",1
0/28/2025:10/28/2025,"동국S C, 11월 1일부터 풍력용 타워 생산 일시 중단 기 수주 물량 기준 생산 효율화 고정비 절감 목적 - 동국S C, 오는 12월 15일부로 생산 재개 예정. 풍력용 타워 전문 제조사인 동국S C가 다음 달부터 풍력발전기용...",0
09/09/2025:09/09/2025, 바이오플랜 해외사업 전략   비료 덜 쓰고 생산량  껑충  기후대응까지    패키지 솔루션 통했다  바이오스티뮬런트  독보적 기술베트남 시장 맞춤 공략농촌 현장 실증 데이터로 설득생리활성기술 접근 주효 생산 물류 가격  선순환 구축농자재 수출  동남아 허브 ...,0
2/03/2025:12/03/2025,"구혁채 제1차관, AI 바이오기업 연구현장 방문 ...   최근 애널리스트 분석의견 - SPID, 블록버스터 발굴해 줘 - 한국투자증권, None 12월 02일 한국투자증권의 위해주 애널리스트는 프로티나에...5시간 전",1
09/04/2025:09/04/2025,"우정바이오, +9.06% VI 발동 - 조선비즈 우정바이오, +9.06% VI 발동 오리엔트바이오002630, 바이오톡스텍086040, 우정바이오215380, 코아스템켐온166480, HLB바이오스텝278650, 드림씨아이에스223250,...",0
09/04/2025:09/04/2025," N2 특징주  티엑스알로보틱스, 로봇AI연구소 설립에 강세 쿠팡 자동화 투자도 호재  뉴스투데이 염보라 기자  유진그룹 계열 로봇 물류 자동화 전문기업 티엑스알로보틱스 484810 가 급등세를 보이고 있다. 5일 한국거래소에 따르면 티엑스알로보틱스는...",1
08/22/2025:08/24/2025,"대신증권  현대오토에버, CID 휴머노이드 로봇 투입 등 관심 높여야  대신증권은 22일 현대오토에버에 대해 현대차 최고경영자 인베스터 데이 CID 와 휴머노이드 로봇 투입과 관련해 관심을 높일 필요가 있다며 투자의견 매수,...",1
